DATE,DEF,NDX 100 (Stooq ^NDX),"TQQQ (YF+SS 1%, ER 0.95%)","QLD (YF+SS 1%, ER 0.95%)",S&P 500 (Stooq ^SPX),1.00%,<- SS,0.95%,<- ER,TQQQ NO TAX,QLD NO TAX
2009. 7. 31,0.18,1603.36,0.1703,0.7,987.48,,,,,0.1674,0.69657
2009. 8. 3,0.18,1628.12,0.1781,0.72,1002.63,,,,,0.17515,0.71766
2009. 8. 4,0.17,1628.49,0.1782,0.72,1005.65,,,,,0.17527,0.71719
2009. 8. 5,0.17,1614.44,0.1736,0.71,1002.72,,,,,0.17074,0.70735
2009. 8. 6,0.17,1600.29,0.169,0.7,997.08,,,,,0.16625,0.695
2009. 8. 7,0.17,1619.49,0.1751,0.71,1010.48,,,,,0.17223,0.71094
2009. 8. 10,0.17,1610.43,0.1721,0.7,1007.1,,,,,0.16934,0.70328
2009. 8. 11,0.16,1594.69,0.167,0.69,994.35,,,,,0.16438,0.69063
2009. 8. 12,0.15,1619.59,0.1748,0.71,1005.81,,,,,0.17208,0.71188
2009. 8. 13,0.15,1628.65,0.1778,0.72,1012.73,,,,,0.17496,0.71907
2009. 8. 14,0.15,1611.58,0.1722,0.7,1004.09,,,,,0.16946,0.70266
2009. 8. 17,0.17,1564.89,0.1571,0.66,979.73,,,,,0.15473,0.66172
2009. 8. 18,0.17,1586.5,0.1636,0.68,989.67,,,,,0.16114,0.68032
2009. 8. 19,0.17,1596.61,0.1668,0.69,996.46,,,,,0.16422,0.68985
2009. 8. 20,0.17,1614.22,0.1723,0.71,1007.37,,,,,0.16966,0.70657
2009. 8. 21,0.16,1637.78,0.1798,0.72,1026.13,,,,,0.17709,0.72407
2009. 8. 24,0.16,1634.78,0.1787,0.72,1025.57,,,,,0.17611,0.72297
2009. 8. 25,0.15,1639.9,0.1804,0.73,1028,,,,,0.17777,0.72782
2009. 8. 26,0.15,1637,0.1794,0.73,1028.12,,,,,0.17683,0.72594
2009. 8. 27,0.14,1640.97,0.1807,0.73,1030.98,,,,,0.17811,0.72891
2009. 8. 28,0.14,1643.24,0.1815,0.73,1028.93,,,,,0.17885,0.73063
2009. 8. 31,0.15,1625.19,0.1754,0.72,1020.62,,,,,0.17296,0.71516
2009. 9. 1,0.15,1595.84,0.1659,0.69,998.04,,,,,0.16359,0.6886
2009. 9. 2,0.16,1594.28,0.1654,0.69,994.75,,,,,0.16311,0.68719
2009. 9. 3,0.15,1605.98,0.169,0.7,1003.24,,,,,0.1667,0.69657
2009. 9. 4,0.15,1638.07,0.1792,0.73,1016.4,,,,,0.17669,0.72594
2009. 9. 8,0.15,1654.81,0.1846,0.74,1025.39,,,,,0.18211,0.74047
2009. 9. 9,0.15,1669.23,0.1894,0.75,1033.37,,,,,0.18687,0.75282
2009. 9. 10,0.16,1686.16,0.1951,0.77,1044.14,,,,,0.19255,0.76688
2009. 9. 11,0.15,1685.46,0.1949,0.77,1042.73,,,,,0.19231,0.76813
2009. 9. 14,0.16,1693.76,0.1977,0.77,1049.34,,,,,0.19516,0.77422
2009. 9. 15,0.17,1699.53,0.1997,0.78,1052.63,,,,,0.19715,0.77938
2009. 9. 16,0.17,1723.73,0.2082,0.8,1068.76,,,,,0.20557,0.80219
2009. 9. 17,0.16,1721.09,0.2072,0.8,1065.49,,,,,0.20463,0.80157
2009. 9. 18,0.16,1725.24,0.2087,0.81,1068.3,,,,,0.20611,0.80547
2009. 9. 21,0.15,1731.58,0.211,0.81,1064.66,,,,,0.20838,0.80891
2009. 9. 22,0.15,1734.09,0.2119,0.81,1071.66,,,,,0.20929,0.81235
2009. 9. 23,0.15,1724.27,0.2083,0.8,1060.87,,,,,0.20573,0.80391
2009. 9. 24,0.14,1709.76,0.203,0.79,1050.78,,,,,0.20054,0.79016
2009. 9. 25,0.13,1694.15,0.1974,0.78,1044.38,,,,,0.19504,0.77641
2009. 9. 28,0.13,1724.59,0.208,0.8,1062.98,,,,,0.20556,0.80266
2009. 9. 29,0.11,1717.67,0.2055,0.8,1060.61,,,,,0.20308,0.79594
2009. 9. 30,0.07,1718.99,0.2059,0.8,1057.08,,,,,0.20355,0.79641
2009. 10. 1,0.11,1666.41,0.187,0.75,1029.85,,,,,0.18487,0.75
2009. 10. 2,0.13,1662.49,0.1857,0.74,1025.21,,,,,0.18357,0.74485
2009. 10. 5,0.13,1675.64,0.19,0.76,1040.46,,,,,0.18792,0.75719
2009. 10. 6,0.12,1705.25,0.2001,0.78,1054.72,,,,,0.19789,0.78344
2009. 10. 7,0.13,1710.45,0.2019,0.79,1057.58,,,,,0.1997,0.78797
2009. 10. 8,0.12,1717.79,0.2045,0.8,1065.48,,,,,0.20227,0.79516
2009. 10. 9,0.12,1727.76,0.208,0.8,1071.49,,,,,0.20579,0.80328
2009. 10. 12,0.12,1729.63,0.2086,0.81,1076.19,,,,,0.20646,0.80719
2009. 10. 13,0.12,1730.27,0.2089,0.81,1073.19,,,,,0.20669,0.80703
2009. 10. 14,0.12,1754.26,0.2175,0.83,1092.02,,,,,0.21528,0.82922
2009. 10. 15,0.13,1753.36,0.2172,0.83,1096.56,,,,,0.21495,0.82625
2009. 10. 16,0.12,1739.32,0.2119,0.82,1087.68,,,,,0.20979,0.81563
2009. 10. 19,0.12,1756.68,0.2182,0.83,1097.91,,,,,0.21607,0.83063
2009. 10. 20,0.12,1756.19,0.218,0.83,1091.06,,,,,0.21589,0.83157
2009. 10. 21,0.11,1753.56,0.217,0.83,1081.4,,,,,0.21492,0.82828
2009. 10. 22,0.11,1763.15,0.2206,0.84,1092.91,,,,,0.21845,0.83563
2009. 10. 23,0.11,1753.63,0.217,0.83,1079.6,,,,,0.21491,0.82891
2009. 10. 26,0.11,1746.75,0.2144,0.82,1066.95,,,,,0.21238,0.82297
2009. 10. 27,0.11,1722.46,0.2054,0.8,1063.41,,,,,0.20352,0.7986
2009. 10. 28,0.11,1682.06,0.1909,0.76,1042.63,,,,,0.1892,0.76219
2009. 10. 29,0.11,1711.27,0.2009,0.79,1066.11,,,,,0.19905,0.78735
2009. 10. 30,0.11,1667.13,0.1853,0.75,1036.19,,,,,0.18365,0.74532
2009. 11. 2,0.12,1672.91,0.1872,0.75,1042.88,,,,,0.18556,0.75125
2009. 11. 3,0.12,1679.2,0.1893,0.76,1045.41,,,,,0.18765,0.75641
2009. 11. 4,0.13,1680.67,0.1898,0.76,1046.5,,,,,0.18815,0.75891
2009. 11. 5,0.13,1721.09,0.2034,0.8,1066.63,,,,,0.20172,0.79563
2009. 11. 6,0.12,1730.76,0.2068,0.81,1069.3,,,,,0.20512,0.80547
2009. 11. 9,0.12,1768.4,0.2203,0.84,1093.08,,,,,0.21851,0.84
2009. 11. 10,0.13,1773.17,0.2221,0.84,1093.01,,,,,0.22027,0.84266
2009. 11. 11,0.13,1782.95,0.2257,0.85,1098.51,,,,,0.22392,0.85422
2009. 11. 12,0.12,1773.14,0.222,0.85,1087.24,,,,,0.22022,0.84532
2009. 11. 13,0.12,1788.61,0.2278,0.86,1093.48,,,,,0.22599,0.85953
2009. 11. 16,0.12,1807.56,0.2349,0.88,1109.3,,,,,0.23317,0.87703
2009. 11. 17,0.12,1812.21,0.2367,0.88,1110.32,,,,,0.23497,0.88172
2009. 11. 18,0.11,1801.74,0.2326,0.87,1109.8,,,,,0.2309,0.87266
2009. 11. 19,0.11,1773.19,0.2215,0.84,1094.9,,,,,0.21992,0.84453
2009. 11. 20,0.11,1764.39,0.2182,0.84,1091.38,,,,,0.21665,0.83719
2009. 11. 23,0.12,1792.94,0.2287,0.86,1106.24,,,,,0.22716,0.8625
2009. 11. 24,0.12,1786.25,0.2262,0.86,1105.65,,,,,0.22462,0.85703
2009. 11. 25,0.11,1793.67,0.229,0.86,1110.63,,,,,0.22742,0.86422
2009. 11. 27,0.12,1765.46,0.2181,0.84,1091.49,,,,,0.21669,0.83844
2009. 11. 30,0.13,1767.43,0.2188,0.84,1095.63,,,,,0.21741,0.83938
2009. 12. 1,0.13,1787.71,0.2263,0.86,1108.86,,,,,0.2249,0.85719
2009. 12. 2,0.13,1790.82,0.2275,0.86,1109.24,,,,,0.22607,0.86016
2009. 12. 3,0.13,1782.91,0.2244,0.85,1099.92,,,,,0.22308,0.85313
2009. 12. 4,0.12,1791.91,0.2278,0.86,1105.98,,,,,0.22645,0.86157
2009. 12. 7,0.12,1783.65,0.2246,0.85,1103.25,,,,,0.22332,0.85313
2009. 12. 8,0.12,1772.73,0.2205,0.84,1091.94,,,,,0.21922,0.84266
2009. 12. 9,0.12,1789.7,0.2268,0.86,1095.95,,,,,0.22552,0.85953
2009. 12. 10,0.12,1799.37,0.2304,0.87,1102.35,,,,,0.22917,0.86828
2009. 12. 11,0.12,1792.06,0.2276,0.86,1106.41,,,,,0.22638,0.86203
2009. 12. 14,0.12,1809.09,0.234,0.88,1114.11,,,,,0.23283,0.87782
2009. 12. 15,0.13,1798.21,0.2298,0.87,1107.93,,,,,0.22863,0.8686
2009. 12. 16,0.14,1800.82,0.2308,0.87,1109.18,,,,,0.22963,0.87094
2009. 12. 17,0.13,1778.27,0.2221,0.85,1096.08,,,,,0.221,0.85
2009. 12. 18,0.12,1807.36,0.233,0.88,1102.47,,,,,0.23185,0.87657
2009. 12. 21,0.12,1828.79,0.2412,0.9,1114.05,,,,,0.24009,0.89688
2009. 12. 22,0.12,1839.51,0.2454,0.91,1118.02,,,,,0.24432,0.9075
2009. 12. 23,0.11,1851.99,0.2504,0.92,1120.59,,,,,0.24929,0.92032
2009. 12. 24,0.11,1869.84,0.2576,0.94,1126.48,,,,,0.2565,0.93719
2009. 12. 28,0.12,1878.18,0.2609,0.95,1127.78,,,,,0.25993,0.94657
2009. 12. 29,0.12,1872.02,0.2584,0.94,1126.2,,,,,0.25737,0.93922
2009. 12. 30,0.11,1878.65,0.2611,0.94,1126.42,,,,,0.26011,0.94469
2009. 12. 31,0.05,1860.31,0.2534,0.93,1115.1,,,,,0.25249,0.92938
2010. 1. 4,0.12,1886.7,0.2641,0.95,1132.99,,,,,0.26323,0.95422
2010. 1. 5,0.12,1888.43,0.2648,0.95,1136.52,,,,,0.26396,0.95485
2010. 1. 6,0.12,1878.42,0.2606,0.94,1137.14,,,,,0.25976,0.94438
2010. 1. 7,0.1,1876.72,0.2598,0.94,1141.69,,,,,0.25906,0.94453
2010. 1. 8,0.11,1892.59,0.2664,0.96,1144.98,,,,,0.26563,0.95985
2010. 1. 11,0.11,1886.24,0.2637,0.95,1146.98,,,,,0.26295,0.95282
2010. 1. 12,0.11,1861.79,0.2534,0.93,1136.22,,,,,0.25273,0.92907
2010. 1. 13,0.11,1886.13,0.2633,0.95,1145.68,,,,,0.26264,0.95125
2010. 1. 14,0.11,1886.52,0.2634,0.95,1148.46,,,,,0.2628,0.9525
2010. 1. 15,0.12,1864.52,0.2542,0.93,1136.03,,,,,0.25361,0.93125
2010. 1. 19,0.13,1895.48,0.2668,0.96,1150.23,,,,,0.26624,0.96047
2010. 1. 20,0.13,1867.95,0.2551,0.93,1138.04,,,,,0.25464,0.9336
2010. 1. 21,0.12,1850.57,0.248,0.92,1116.48,,,,,0.24753,0.91532
2010. 1. 22,0.11,1794.82,0.2256,0.86,1091.76,,,,,0.22516,0.86266
2010. 1. 25,0.12,1802.39,0.2284,0.87,1096.78,,,,,0.22801,0.86766
2010. 1. 26,0.12,1803.86,0.2289,0.87,1092.17,,,,,0.22857,0.86953
2010. 1. 27,0.12,1818.9,0.2346,0.88,1097.5,,,,,0.23429,0.8825
2010. 1. 28,0.12,1771.1,0.2161,0.84,1084.53,,,,,0.21582,0.83844
2010. 1. 29,0.12,1741.04,0.2051,0.81,1073.87,,,,,0.20483,0.80844
2010. 2. 1,0.14,1760.72,0.212,0.83,1089.19,,,,,0.21177,0.82532
2010. 2. 2,0.14,1776.92,0.2178,0.84,1103.32,,,,,0.21762,0.84047
2010. 2. 3,0.13,1784.7,0.2206,0.85,1097.28,,,,,0.22048,0.85016
2010. 2. 4,0.14,1732.99,0.2014,0.8,1063.11,,,,,0.20131,0.80188
2010. 2. 5,0.13,1746.12,0.206,0.81,1066.19,,,,,0.20589,0.81328
2010. 2. 8,0.13,1734.88,0.202,0.8,1056.74,,,,,0.20191,0.80297
2010. 2. 9,0.13,1753.84,0.2086,0.82,1070.52,,,,,0.20853,0.81953
2010. 2. 10,0.13,1749.76,0.2071,0.82,1068.13,,,,,0.20708,0.8161
2010. 2. 11,0.13,1775.74,0.2163,0.84,1078.47,,,,,0.2163,0.84
2010. 2. 12,0.13,1779.11,0.2172,0.84,1075.51,,,,,0.21715,0.84407
2010. 2. 16,0.13,1802.06,0.2256,0.87,1094.87,,,,,0.22555,0.86532
2010. 2. 17,0.13,1810.86,0.2294,0.87,1099.51,,,,,0.2294,0.87453
2010. 2. 18,0.13,1823.39,0.2338,0.89,1106.75,,,,,0.23375,0.88578
2010. 2. 19,0.13,1823.32,0.2338,0.88,1109.17,,,,,0.23375,0.88469
2010. 2. 22,0.13,1817.63,0.2321,0.88,1108.01,,,,,0.2321,0.88094
2010. 2. 23,0.13,1793.82,0.2231,0.86,1094.6,,,,,0.22305,0.8586
2010. 2. 24,0.13,1812.51,0.2298,0.88,1105.24,,,,,0.2298,0.87547
2010. 2. 25,0.13,1812.91,0.2297,0.88,1102.94,,,,,0.22965,0.87735
2010. 2. 26,0.13,1818.68,0.2326,0.88,1104.49,,,,,0.23255,0.8825
2010. 3. 1,0.13,1846.4,0.2425,0.91,1115.71,,,,,0.2425,0.90735
2010. 3. 2,0.13,1851.21,0.244,0.91,1118.31,,,,,0.24395,0.91282
2010. 3. 3,0.13,1851.57,0.2453,0.92,1118.79,,,,,0.2453,0.915
2010. 3. 4,0.13,1859.72,0.248,0.92,1122.97,,,,,0.248,0.92078
2010. 3. 5,0.13,1888.56,0.259,0.95,1138.7,,,,,0.259,0.94797
2010. 3. 8,0.13,1890.89,0.2604,0.95,1138.5,,,,,0.26035,0.95235
2010. 3. 9,0.13,1901.38,0.265,0.97,1140.45,,,,,0.26495,0.96532
2010. 3. 10,0.13,1917.35,0.2715,0.98,1145.61,,,,,0.27145,0.97844
2010. 3. 11,0.13,1923.81,0.274,0.99,1150.24,,,,,0.27395,0.98547
2010. 3. 12,0.13,1924.43,0.2746,0.99,1149.99,,,,,0.2746,0.98688
2010. 3. 15,0.13,1920.09,0.2728,0.98,1150.51,,,,,0.27275,0.98282
2010. 3. 16,0.13,1932.24,0.2779,0.99,1159.46,,,,,0.2779,0.99485
2010. 3. 17,0.13,1936.22,0.2798,1,1166.21,,,,,0.2798,0.99844
2010. 3. 18,0.13,1943.94,0.2827,1.01,1165.83,,,,,0.28265,1.00547
2010. 3. 19,0.13,1932.43,0.2777,0.99,1159.9,,,,,0.27765,0.99391
2010. 3. 22,0.13,1949.59,0.2852,1.01,1165.81,,,,,0.28515,1.01172
2010. 3. 23,0.13,1963.2,0.2911,1.03,1174.17,,,,,0.2911,1.02625
2010. 3. 24,0.13,1951.84,0.287,1.02,1167.72,,,,,0.287,1.01641
2010. 3. 25,0.13,1949.15,0.2852,1.01,1165.73,,,,,0.2852,1.01203
2010. 3. 26,0.13,1952.63,0.2867,1.02,1166.59,,,,,0.28665,1.01563
2010. 3. 29,0.13,1961.22,0.2906,1.02,1173.22,,,,,0.2906,1.02469
2010. 3. 30,0.13,1967.96,0.2937,1.03,1173.27,,,,,0.29365,1.03125
2010. 3. 31,0.13,1958.34,0.2897,1.02,1169.43,,,,,0.2897,1.0225
2010. 4. 1,0.13,1959.56,0.2891,1.02,1178.1,,,,,0.2891,1.02157
2010. 4. 5,0.13,1977.83,0.2975,1.04,1187.44,,,,,0.29745,1.03969
2010. 4. 6,0.13,1981.95,0.2998,1.05,1189.44,,,,,0.29975,1.04547
2010. 4. 7,0.13,1977.3,0.2981,1.04,1182.45,,,,,0.29805,1.04157
2010. 4. 8,0.13,1980.73,0.2991,1.04,1186.44,,,,,0.2991,1.04453
2010. 4. 9,0.13,1994.43,0.3045,1.06,1194.37,,,,,0.3045,1.0575
2010. 4. 12,0.13,1995.65,0.3058,1.06,1196.48,,,,,0.30575,1.05907
2010. 4. 13,0.13,2003.81,0.3104,1.07,1197.3,,,,,0.31035,1.07
2010. 4. 14,0.13,2028.82,0.3213,1.1,1210.65,,,,,0.3213,1.09578
2010. 4. 15,0.13,2038.64,0.3256,1.11,1211.67,,,,,0.32555,1.10532
2010. 4. 16,0.13,2012.84,0.314,1.08,1192.13,,,,,0.314,1.07922
2010. 4. 19,0.13,2013.53,0.3135,1.08,1197.52,,,,,0.3135,1.07735
2010. 4. 20,0.13,2023.6,0.3182,1.09,1207.17,,,,,0.31815,1.0886
2010. 4. 21,0.13,2034.53,0.3237,1.1,1205.94,,,,,0.3237,1.10078
2010. 4. 22,0.13,2045.16,0.3285,1.11,1208.67,,,,,0.3285,1.11235
2010. 4. 23,0.13,2055.33,0.3329,1.12,1217.28,,,,,0.33285,1.12188
2010. 4. 26,0.13,2049.09,0.3304,1.12,1212.05,,,,,0.3304,1.11641
2010. 4. 27,0.13,2006.25,0.31,1.07,1183.71,,,,,0.31,1.07047
2010. 4. 28,0.13,2007.59,0.3108,1.07,1191.36,,,,,0.31075,1.07141
2010. 4. 29,0.13,2042.89,0.3266,1.11,1206.78,,,,,0.3266,1.1075
2010. 4. 30,0.13,2000.63,0.3074,1.07,1186.69,,,,,0.30735,1.06563
2010. 5. 3,0.13,2031.6,0.3199,1.09,1202.26,,,,,0.3199,1.09422
2010. 5. 4,0.13,1968.97,0.2916,1.03,1173.6,,,,,0.2916,1.02813
2010. 5. 5,0.13,1958.26,0.2868,1.02,1165.87,,,,,0.2868,1.01813
2010. 5. 6,0.13,1893.75,0.2587,0.95,1128.15,,,,,0.2587,0.95078
2010. 5. 7,0.13,1849.44,0.2399,0.91,1110.88,,,,,0.2399,0.905
2010. 5. 10,0.13,1942.61,0.2757,1,1159.73,,,,,0.2757,0.99532
2010. 5. 11,0.13,1940.48,0.2755,0.99,1155.79,,,,,0.2755,0.99422
2010. 5. 12,0.13,1975.58,0.2904,1.03,1171.67,,,,,0.29035,1.03125
2010. 5. 13,0.13,1945.52,0.2772,1,1157.44,,,,,0.2772,0.99907
2010. 5. 14,0.13,1907.1,0.2602,0.96,1135.68,,,,,0.26015,0.96157
2010. 5. 17,0.13,1915.45,0.2637,0.97,1136.94,,,,,0.26365,0.9675
2010. 5. 18,0.13,1887.06,0.2536,0.94,1120.8,,,,,0.2536,0.94078
2010. 5. 19,0.13,1873.42,0.2469,0.92,1115.05,,,,,0.2469,0.92422
2010. 5. 20,0.13,1800.12,0.222,0.86,1071.59,,,,,0.22195,0.8575
2010. 5. 21,0.13,1822.77,0.2237,0.88,1087.69,,,,,0.22365,0.87516
2010. 5. 24,0.13,1815.28,0.2255,0.87,1073.65,,,,,0.2255,0.86719
2010. 5. 25,0.13,1815.68,0.2239,0.87,1074.03,,,,,0.2239,0.86922
2010. 5. 26,0.13,1796.47,0.217,0.85,1067.95,,,,,0.217,0.84813
2010. 5. 27,0.13,1862.71,0.2405,0.91,1103.06,,,,,0.24045,0.91469
2010. 5. 28,0.13,1852.39,0.2371,0.9,1089.41,,,,,0.2371,0.90297
2010. 6. 1,0.13,1835.04,0.2306,0.89,1070.71,,,,,0.23055,0.88563
2010. 6. 2,0.13,1879.59,0.2468,0.93,1098.38,,,,,0.24675,0.92907
2010. 6. 3,0.13,1895.66,0.2532,0.95,1102.83,,,,,0.2532,0.94547
2010. 6. 4,0.13,1832.04,0.2282,0.88,1064.88,,,,,0.2282,0.88328
2010. 6. 7,0.13,1798.16,0.215,0.85,1050.47,,,,,0.21495,0.85032
2010. 6. 8,0.13,1795.7,0.2138,0.85,1062,,,,,0.21375,0.84672
2010. 6. 9,0.13,1778.92,0.2091,0.83,1055.69,,,,,0.20905,0.83172
2010. 6. 10,0.13,1830.09,0.2264,0.88,1086.84,,,,,0.2264,0.87907
2010. 6. 11,0.13,1847.15,0.2323,0.9,1091.6,,,,,0.2323,0.89547
2010. 6. 14,0.13,1845.48,0.2324,0.9,1089.63,,,,,0.2324,0.89563
2010. 6. 15,0.13,1897.48,0.2494,0.94,1115.23,,,,,0.2494,0.94328
2010. 6. 16,0.13,1905.31,0.2545,0.95,1114.61,,,,,0.25445,0.95235
2010. 6. 17,0.13,1910.65,0.257,0.96,1116.04,,,,,0.257,0.95782
2010. 6. 18,0.13,1913.48,0.2577,0.96,1117.51,,,,,0.2577,0.96047
2010. 6. 21,0.13,1895.84,0.2509,0.95,1113.2,,,,,0.2509,0.94657
2010. 6. 22,0.13,1880.54,0.245,0.93,1095.31,,,,,0.24495,0.92797
2010. 6. 23,0.13,1874.42,0.2417,0.92,1092.04,,,,,0.2417,0.92141
2010. 6. 24,0.13,1844.59,0.23,0.89,1073.69,,,,,0.22995,0.89266
2010. 6. 25,0.13,1838.52,0.2298,0.89,1076.76,,,,,0.2298,0.88907
2010. 6. 28,0.13,1836,0.2278,0.88,1074.57,,,,,0.22775,0.8836
2010. 6. 29,0.13,1764.06,0.2024,0.82,1041.24,,,,,0.20235,0.81547
2010. 6. 30,0.13,1739.14,0.1924,0.79,1030.71,,,,,0.19235,0.79063
2010. 7. 1,0.13,1734.41,0.1905,0.79,1027.37,,,,,0.19045,0.78594
2010. 7. 2,0.13,1728.34,0.1895,0.78,1022.58,,,,,0.18945,0.78141
2010. 7. 6,0.13,1734.68,0.1904,0.79,1028.06,,,,,0.1904,0.78547
2010. 7. 7,0.13,1789.72,0.2084,0.84,1060.27,,,,,0.2084,0.83532
2010. 7. 8,0.13,1798.31,0.212,0.84,1070.25,,,,,0.21195,0.84407
2010. 7. 9,0.13,1814.79,0.2179,0.86,1077.96,,,,,0.21785,0.86094
2010. 7. 12,0.13,1821.03,0.2204,0.87,1078.75,,,,,0.22035,0.86563
2010. 7. 13,0.13,1845.03,0.2279,0.89,1095.34,,,,,0.22785,0.88688
2010. 7. 14,0.13,1853.41,0.2315,0.9,1095.17,,,,,0.2315,0.89719
2010. 7. 15,0.13,1856.24,0.2323,0.9,1096.48,,,,,0.2323,0.89938
2010. 7. 16,0.13,1803.48,0.2136,0.85,1064.88,,,,,0.2136,0.84985
2010. 7. 19,0.13,1819.28,0.2185,0.86,1071.25,,,,,0.21845,0.8636
2010. 7. 20,0.13,1840.67,0.2254,0.88,1083.48,,,,,0.22535,0.88344
2010. 7. 21,0.13,1817.3,0.2175,0.86,1069.59,,,,,0.21745,0.86047
2010. 7. 22,0.13,1863.1,0.2321,0.9,1093.67,,,,,0.2321,0.9036
2010. 7. 23,0.13,1875.38,0.2382,0.92,1102.66,,,,,0.23815,0.91516
2010. 7. 26,0.13,1890.4,0.2434,0.93,1115.01,,,,,0.2434,0.92938
2010. 7. 27,0.13,1888.81,0.2434,0.93,1113.84,,,,,0.24335,0.92875
2010. 7. 28,0.13,1872.62,0.2384,0.91,1106.13,,,,,0.23835,0.91453
2010. 7. 29,0.13,1860.3,0.2327,0.9,1101.53,,,,,0.2327,0.90078
2010. 7. 30,0.13,1864,0.2343,0.91,1101.6,,,,,0.23425,0.90532
2010. 8. 2,0.13,1898.99,0.2469,0.94,1125.86,,,,,0.2469,0.93844
2010. 8. 3,0.13,1891.81,0.2443,0.93,1120.46,,,,,0.2443,0.9311
2010. 8. 4,0.13,1909.2,0.2514,0.95,1127.24,,,,,0.2514,0.95
2010. 8. 5,0.13,1904.95,0.2499,0.95,1125.81,,,,,0.2499,0.94547
2010. 8. 6,0.13,1902.88,0.2487,0.94,1121.64,,,,,0.2487,0.94235
2010. 8. 9,0.13,1915.17,0.2531,0.95,1127.79,,,,,0.25305,0.95438
2010. 8. 10,0.13,1899.24,0.2477,0.94,1121.06,,,,,0.2477,0.93953
2010. 8. 11,0.13,1845.38,0.2273,0.89,1089.47,,,,,0.2273,0.8875
2010. 8. 12,0.13,1832.17,0.2209,0.87,1083.61,,,,,0.2209,0.8725
2010. 8. 13,0.13,1818.8,0.2165,0.86,1079.25,,,,,0.2165,0.86032
2010. 8. 16,0.13,1821.51,0.2178,0.86,1079.38,,,,,0.21775,0.8636
2010. 8. 17,0.13,1845.37,0.226,0.89,1092.54,,,,,0.226,0.88547
2010. 8. 18,0.13,1850.8,0.2281,0.89,1094.16,,,,,0.22805,0.89203
2010. 8. 19,0.13,1823,0.2197,0.87,1075.63,,,,,0.21965,0.86532
2010. 8. 20,0.13,1825.75,0.2189,0.87,1071.69,,,,,0.2189,0.8675
2010. 8. 23,0.13,1808.31,0.2129,0.85,1067.36,,,,,0.21285,0.85047
2010. 8. 24,0.13,1775.27,0.2007,0.82,1051.87,,,,,0.20065,0.81969
2010. 8. 25,0.13,1790.88,0.2067,0.83,1055.33,,,,,0.20665,0.83422
2010. 8. 26,0.13,1769.02,0.1999,0.82,1047.22,,,,,0.1999,0.815
2010. 8. 27,0.13,1791.64,0.2066,0.84,1064.59,,,,,0.20655,0.83547
2010. 8. 30,0.13,1772.07,0.1999,0.82,1048.92,,,,,0.19985,0.81735
2010. 8. 31,0.13,1767.43,0.1989,0.81,1049.33,,,,,0.19885,0.81282
2010. 9. 1,0.13,1820.05,0.2155,0.86,1080.29,,,,,0.2155,0.85938
2010. 9. 2,0.13,1840.58,0.2229,0.88,1090.1,,,,,0.2229,0.87938
2010. 9. 3,0.13,1870.31,0.2343,0.91,1104.51,,,,,0.23425,0.90938
2010. 9. 7,0.13,1856.5,0.2286,0.9,1091.84,,,,,0.22855,0.89594
2010. 9. 8,0.13,1880,0.2367,0.92,1098.87,,,,,0.23665,0.91719
2010. 9. 9,0.13,1886.14,0.2397,0.92,1104.18,,,,,0.23965,0.92407
2010. 9. 10,0.13,1892.34,0.2422,0.93,1109.55,,,,,0.2422,0.93078
2010. 9. 13,0.13,1921.67,0.2529,0.96,1121.9,,,,,0.2529,0.9575
2010. 9. 14,0.13,1928.59,0.2561,0.97,1121.1,,,,,0.2561,0.96516
2010. 9. 15,0.13,1939.6,0.2605,0.98,1125.07,,,,,0.26045,0.9775
2010. 9. 16,0.13,1948.11,0.2641,0.99,1124.66,,,,,0.2641,0.985
2010. 9. 17,0.13,1955.83,0.267,0.99,1125.59,,,,,0.26695,0.99141
2010. 9. 20,0.13,1989.43,0.2809,1.03,1142.71,,,,,0.28085,1.02594
2010. 9. 21,0.13,1989.11,0.28,1.02,1139.78,,,,,0.27995,1.0236
2010. 9. 22,0.13,1982.76,0.2786,1.02,1134.28,,,,,0.2786,1.02016
2010. 9. 23,0.13,1982.15,0.2778,1.02,1124.83,,,,,0.2778,1.01938
2010. 9. 24,0.13,2023.84,0.2935,1.06,1148.67,,,,,0.2935,1.06047
2010. 9. 27,0.13,2010.99,0.2902,1.05,1142.16,,,,,0.29015,1.04953
2010. 9. 28,0.13,2012.43,0.2909,1.05,1147.7,,,,,0.2909,1.0511
2010. 9. 29,0.13,2009.08,0.2886,1.05,1144.73,,,,,0.28855,1.045
2010. 9. 30,0.13,1998.04,0.2847,1.04,1141.2,,,,,0.28465,1.03578
2010. 10. 1,0.13,1996.6,0.2838,1.03,1146.24,,,,,0.28375,1.0336
2010. 10. 4,0.13,1975.33,0.2739,1.01,1137.03,,,,,0.2739,1.01094
2010. 10. 5,0.13,2024.63,0.2943,1.06,1160.75,,,,,0.2943,1.05953
2010. 10. 6,0.13,2006.52,0.2868,1.04,1159.97,,,,,0.2868,1.04266
2010. 10. 7,0.13,2011.63,0.2896,1.05,1158.06,,,,,0.2896,1.04844
2010. 10. 8,0.13,2027.03,0.2955,1.06,1165.15,,,,,0.29545,1.06125
2010. 10. 11,0.13,2026.98,0.2961,1.06,1165.32,,,,,0.29605,1.06438
2010. 10. 12,0.13,2041.55,0.3022,1.08,1169.77,,,,,0.3022,1.08
